fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Total Cerebral White Matter,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Left MOrG medial orbital gyrus,Right MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter
M-volume-age:range:min:77,0.0007849458,0.0011925065,0.0002271992,0.0002372683,0.0004685784,0.0004591547,0.0095842831,0.0018219356,0.0017767789,0.0251072167,0.025192925,0.0065728315,0.0066321987,0.1153326416,0.1132231291,0.0007734182,0.0017974746,0.0016255843,0.0003819404,0.0003090703,0.0085831349,0.0109249866,0.00052973,0.0005461093,0.0025695175,0.0024302299,0.0041463005,0.003964056,0.0021922996,0.0023381173,0.0026124231,0.0012130286,0.2285557707,0.0013899824,0.0002374971,0.0002339058,0.0025319334,0.002666899,0.0022298615,0.0024085728,0.0009457356,0.0009069322,0.0057325192,0.0052103164,0.0016366407,0.0017025054,0.0022187093,0.0022682732,0.002344192,0.0024046448,0.0008854226,0.0008095031,0.0010196003,0.0009894347,0.0023177976,0.0019850627,0.0041068577,0.0041554613,0.001197141,0.0012561766,0.0035904413,0.0035256628,0.0067294514,0.0065499794,0.0043984346,0.004012103,0.0012199719,0.0013012577,0.0027189147,0.0026329174,0.0009919091,0.0010196912,0.009827391,0.010445111,0.0026023271,0.0036992939,0.002300669,0.0021850286,0.0006096332,0.0006062741,0.0014427005,0.0014585421,0.0044223606,0.0040193895,0.0086257752,0.0077139175,0.0014301287,0.0018534144,0.002152439,0.0021880176,0.0017470957,0.0016669592,0.0008342881,0.0007581925,0.0023360119,0.002340645,0.0058725134,0.0056161851,0.0015959311,0.001696086,0.0013391012,0.0013610553,0.0011313204,0.0012366614,0.0059004988,0.0065740333,0.0012957172,0.0013495862,0.0010983041,0.0012393062,0.006417735,0.0065886375,0.001026462,0.0010981035,0.0007153025,0.0007295075,0.0084565287,0.0084874094,0.0027654974,0.0029565276,0.0042986053,0.004821508,0.0022498097,0.0019678315,0.0059769542,0.0055530699,0.0041851799,0.0041079426,0.0042807774,0.0043006747,0.001900785,0.0019704523,0.0008125835,0.0007835728,0.3380919321,0.1687476151,0.168754472
M-volume-age:range:max:77,0.0021571057,0.0026872753,0.000277165,0.0003085053,0.000574163,0.0005401138,0.0114346461,0.002384149,0.002130571,0.0288439016,0.0302188341,0.0080786501,0.0087779402,0.1396018265,0.1322319993,0.0017806628,0.0020479292,0.0019359769,0.0015973124,0.001750546,0.0290387242,0.0337741018,0.000706474,0.000684927,0.0029936218,0.0028219349,0.0044019543,0.0044024902,0.0026924669,0.0027160044,0.0031081134,0.0014663573,0.2718338258,0.0018615072,0.000261449,0.0002668367,0.0026518045,0.0028888893,0.0028586303,0.0031621919,0.0011698385,0.0009784138,0.0066019701,0.0061111953,0.0027235103,0.0026194516,0.0024594221,0.0026856348,0.0035082679,0.0034977753,0.0011110918,0.0009739457,0.0013130499,0.0012358856,0.0024911461,0.002391363,0.0048402173,0.0043339244,0.0013521214,0.0013616368,0.0044012908,0.0041639792,0.0074646139,0.0070003726,0.0054600156,0.0047962443,0.0014596361,0.0015274577,0.0047857189,0.0040322957,0.0011883099,0.0011653238,0.0116216846,0.0115748494,0.003540848,0.0045267495,0.0027132558,0.0026587287,0.0007488578,0.0008017345,0.0015678209,0.0016357385,0.0052920026,0.0044823437,0.0090027191,0.0085977781,0.0018786481,0.0024425,0.0026564791,0.0026346346,0.0022825098,0.0021825867,0.0010088955,0.0008873047,0.0025246504,0.0028462277,0.0066843839,0.006757006,0.0018878944,0.0018978447,0.0015555218,0.0016230338,0.0014986443,0.0015284486,0.0067558169,0.0074149,0.0014883889,0.0015774596,0.0014450423,0.0016363855,0.0077205841,0.0081118857,0.0013592103,0.0014137521,0.0007964577,0.0008103092,0.0095368856,0.009618706,0.0036502757,0.0035376708,0.0051505843,0.0056171993,0.0028033596,0.0024370961,0.0063469182,0.0064998326,0.0047692333,0.0044710911,0.005242075,0.0048669094,0.0024582377,0.0023852267,0.0010688531,0.0011402331,0.3598535161,0.1822975574,0.1785448503
M-volume-age:series:78,0.0010146328,0.0012721814,0.0002833899,0.000307993,0.000519876,0.000517975,0.0102694109,0.0020580442,0.0020084615,0.0275613094,0.0275434577,0.0075663323,0.0076486814,0.1254164728,0.1231304622,0.0009878858,0.001901335,0.0017710339,0.0005544913,0.0005007286,0.0112561156,0.0133669808,0.0005769218,0.0005900105,0.0028350704,0.002921524,0.0042724433,0.0044510847,0.002463943,0.0025686118,0.0029017301,0.0013717542,0.248546935,0.0015322036,0.0002590901,0.000260504,0.0025087482,0.0027726339,0.0024387216,0.0025120118,0.0011140391,0.000928508,0.0061955361,0.005653338,0.001940147,0.0018324945,0.0024154724,0.002327729,0.0028028845,0.0026124481,0.0010010399,0.0009787889,0.0011285431,0.0011332971,0.0023627395,0.0021446808,0.0044717147,0.0043964725,0.0012694703,0.0012698053,0.0038610371,0.0037838149,0.0070369421,0.0068195108,0.0045774305,0.0043197117,0.0013497492,0.0013650034,0.0028154824,0.0029109396,0.0011173362,0.0010814466,0.0111640481,0.0114605399,0.0032380188,0.0038422837,0.0024115221,0.0023671262,0.0006738579,0.000724731,0.0014943935,0.0015722358,0.0049708703,0.0042854225,0.0085024871,0.0081994693,0.0017327224,0.0020716477,0.0023139636,0.0024484529,0.0020136182,0.0019690859,0.000876771,0.0008494847,0.0024519054,0.0026797627,0.0062188676,0.0064919465,0.0017409054,0.0018811267,0.001468986,0.0014343385,0.0011965721,0.0014573537,0.0063693944,0.0068816233,0.0013364181,0.0013881612,0.0012534003,0.0013432123,0.0070666108,0.0071501624,0.001088837,0.0012520988,0.0007795514,0.0007963282,0.0088226523,0.0089164641,0.0032000066,0.0031621021,0.0045878005,0.005596175,0.0024218234,0.0020157477,0.0061692173,0.0066207418,0.0042767291,0.0045010135,0.0047717334,0.0044330686,0.0020361454,0.0022293922,0.0008556832,0.0009243876,0.3482681798,0.1730382644,0.1752299154
M-volume-age:range:min:78,0.0009049559,0.001029404,0.0002766207,0.0003014215,0.0004557151,0.0004647298,0.0099119763,0.0019823586,0.0019363654,0.0256767376,0.0261748015,0.0072304369,0.0072640342,0.1206041356,0.1186113793,0.0007595345,0.0017335782,0.0014979547,0.0003714712,0.0003597846,0.0093830972,0.0111685621,0.0005563206,0.0005575475,0.0027648437,0.002799847,0.0040784437,0.0041414844,0.0023952264,0.0025353494,0.002674445,0.0012627958,0.2392155149,0.0013241342,0.0002486789,0.0002444211,0.0021759489,0.0025566162,0.0023606196,0.0024836846,0.001070866,0.0008889068,0.005815211,0.0052198316,0.0018984541,0.0016069184,0.0023166743,0.0022468311,0.0027424353,0.002495314,0.0008935661,0.0008981454,0.0010521085,0.0010732892,0.002140843,0.0020095378,0.0041314554,0.0041351738,0.0012170222,0.0011720901,0.0037819766,0.0036538281,0.0062678914,0.0063215866,0.0043268082,0.0040704966,0.0012782061,0.0013432348,0.0026822686,0.0027885642,0.0010475995,0.0009021006,0.0104113863,0.0106451531,0.0030877719,0.0037194154,0.0023075095,0.0022852113,0.0005783249,0.0006854424,0.0013218357,0.0014556595,0.004428354,0.0040320334,0.0082553314,0.0079242782,0.001657043,0.0018218288,0.002259055,0.0023191457,0.0018793965,0.0018670589,0.0007996955,0.0008187291,0.0023605061,0.0025180359,0.0056779909,0.005916003,0.0016498529,0.0016542278,0.001331674,0.0013311127,0.0010391747,0.0012498138,0.0059878574,0.0065517143,0.0011937838,0.0012932258,0.0011636575,0.0012987326,0.0067091117,0.0064827774,0.0008944712,0.0011345036,0.0006976791,0.0006840723,0.0084406197,0.0077118106,0.0029638859,0.0030278342,0.0043562839,0.0054407317,0.0022749781,0.0018185134,0.0056212436,0.0056987447,0.0039977019,0.0043392375,0.0046200564,0.0041888357,0.0018571376,0.0020030422,0.0008037155,0.000805897,0.343749153,0.1712027447,0.1725057698
M-volume-age:range:max:78,0.001163879,0.0017093333,0.0002985659,0.0003125961,0.0005634267,0.0005636693,0.0106953362,0.0021547134,0.0020720002,0.0291825625,0.029110732,0.0078400612,0.0078744695,0.1308516146,0.1278561984,0.0012200903,0.0020519717,0.001945538,0.0006917694,0.0006594479,0.0147750874,0.0165894362,0.0006089812,0.0006142786,0.0029147151,0.0030419385,0.004410559,0.0046630237,0.0025287833,0.0026099375,0.0033212629,0.0016124659,0.258707813,0.0017539569,0.0002712728,0.0002769901,0.0027948856,0.0029516522,0.002578959,0.0025664874,0.0011416191,0.0010189817,0.0064919692,0.0058161082,0.0019675044,0.0019805116,0.0026224557,0.0024064605,0.0028749092,0.0028340454,0.0010797531,0.0010584979,0.0011697806,0.0011897212,0.0025632285,0.0023229529,0.0048597213,0.0045827738,0.001311814,0.0013351671,0.0040488283,0.0039094416,0.0074361891,0.0070363191,0.0047802867,0.0045390265,0.0014178544,0.001399514,0.0029079168,0.0029721299,0.0011656544,0.0011955899,0.0122273827,0.0122628535,0.0035218918,0.0040010955,0.0025034882,0.0024331731,0.0007443916,0.0007641972,0.0016797492,0.0016728998,0.0053148322,0.0047819776,0.0086835064,0.0088064019,0.0018071463,0.0022478321,0.0024108989,0.0025084196,0.0021555131,0.0021661689,0.0009737559,0.0009001713,0.0025607022,0.002924554,0.0070107803,0.0073096745,0.0018361408,0.0020360448,0.0015595652,0.0015288705,0.0012951823,0.001597711,0.0068310757,0.007116847,0.0014506191,0.001475044,0.001332103,0.001369016,0.0075556793,0.0077991437,0.0011842423,0.0013251385,0.0008098259,0.0008619301,0.0090948947,0.0097275284,0.0033391707,0.0033197515,0.0046875191,0.0058169007,0.0026765476,0.0022501918,0.0065688916,0.0073005908,0.0046529776,0.0047071118,0.0049871279,0.0047020339,0.0021463845,0.0023890667,0.0009303639,0.0009860171,0.3582018851,0.1774655727,0.1807363124
M-volume-age:series:79,0.0012413915,0.0013305974,0.0002570206,0.0002949473,0.0005069207,0.0005114613,0.0104021039,0.0021592403,0.0020543378,0.0260963107,0.0262717776,0.0074813584,0.0075490943,0.1300765807,0.1284159277,0.0011382973,0.0019614643,0.0018470227,0.0006507503,0.0005816836,0.0151908854,0.0158187229,0.0006441786,0.0006313531,0.0028745739,0.0029445369,0.0042679682,0.0044909706,0.0025592129,0.0026285054,0.0028569941,0.0012525144,0.2584925085,0.0015132635,0.0002512074,0.0002525293,0.0024595848,0.0028104952,0.0024981527,0.0026061895,0.0010337817,0.0009047964,0.0057605447,0.0051869415,0.0019385384,0.0018843664,0.0021870895,0.0022734372,0.0027297984,0.0025866776,0.0009693681,0.0009637431,0.001142565,0.0011595319,0.0022736732,0.0021180195,0.0041775941,0.0041263503,0.0012542799,0.0012854782,0.0038556136,0.0038248304,0.0067388547,0.006714777,0.0046305136,0.0042870299,0.0012662435,0.00137988,0.0027550918,0.0030207424,0.0010956067,0.0011111073,0.0106192271,0.010600609,0.0030116641,0.0035980478,0.0023347483,0.0022073818,0.0006153983,0.0007097709,0.0015261431,0.0017098958,0.0047492698,0.0042547618,0.0080931595,0.0079427603,0.0017934386,0.0020651005,0.0024613325,0.0023954783,0.0019986839,0.0020081861,0.0008672565,0.0008933845,0.0024549933,0.0027906732,0.0063053307,0.0062497349,0.0017160123,0.0018748532,0.0014591401,0.001407223,0.0011662066,0.0013310299,0.0058013524,0.0063210551,0.0012717728,0.0014002687,0.0012192631,0.0013094675,0.0068454074,0.0072417653,0.0010485102,0.0011708259,0.0007279479,0.0007861999,0.0087527133,0.0087512241,0.0032355257,0.0033933726,0.004413197,0.0050151235,0.0024719812,0.0019582259,0.0057950148,0.0057357311,0.0040998641,0.0040645557,0.0044677978,0.0044621752,0.0021209057,0.0023898148,0.000854824,0.000880087,0.3393656049,0.1684193969,0.170946208
M-volume-age:range:min:79,0.0009474176,0.0010286161,0.0002168968,0.0002367919,0.000481807,0.0004414834,0.0091335043,0.0016965439,0.0015314495,0.0237643606,0.024299929,0.0070095958,0.0070065907,0.1109301423,0.109754557,0.0009740676,0.0017767656,0.0016838868,0.0003508692,0.0003533668,0.0065612579,0.007273704,0.0005759399,0.0005107436,0.0024681097,0.0025057559,0.0039435017,0.0040544771,0.002310473,0.0023811372,0.00246434,0.0011513884,0.2206846993,0.0013470556,0.0002211975,0.0002317188,0.0020509083,0.0024420318,0.0021960033,0.0023263247,0.0009802996,0.0007841123,0.0050550363,0.0045338466,0.0016181913,0.0016560193,0.0019756819,0.0019602943,0.0024615708,0.002144643,0.0008806397,0.0008660252,0.0009828795,0.0010336149,0.0019762615,0.0017662247,0.0039375261,0.0039834927,0.0011245607,0.0011421375,0.0031852668,0.003450841,0.0062124516,0.0061176895,0.0038851992,0.0037353902,0.001116632,0.0012535373,0.0024309112,0.0023258749,0.0009729753,0.0009507742,0.0098296876,0.0090423053,0.002693431,0.0032092948,0.0020643147,0.0020056039,0.0005101074,0.0005103002,0.0013167907,0.0013344334,0.0040566136,0.0037728251,0.0068253628,0.0069391383,0.0013864488,0.0017158318,0.0021490598,0.0021916855,0.0016274928,0.0017113026,0.0007248271,0.000747954,0.002154901,0.0024682944,0.0057787224,0.0054102192,0.0015050331,0.0015962122,0.0013141185,0.0013113991,0.0010340774,0.0010393145,0.0049606254,0.0055186603,0.001131167,0.0012348412,0.0010528516,0.0011037892,0.0064478421,0.0062446101,0.0009056294,0.0009233418,0.000665369,0.0007060656,0.0077134059,0.0071901736,0.0028914336,0.0028351898,0.003597824,0.004084846,0.002167801,0.0016275358,0.0050735882,0.0048574856,0.0033877358,0.0032755011,0.0039042508,0.0040821572,0.001734185,0.0018935022,0.0007239045,0.0007903429,0.3115545752,0.1558483626,0.1557062126
M-volume-age:range:max:79,0.0015358539,0.0019945016,0.0003213197,0.0003762409,0.0005576689,0.0005996639,0.0111908859,0.0029339453,0.0026631771,0.0275421114,0.0282448308,0.0079476229,0.0081476942,0.1436035287,0.1423334446,0.0014819149,0.0021919758,0.002043883,0.0010389494,0.0009624157,0.0256539017,0.0234510492,0.000724708,0.000776062,0.0038008989,0.0039487257,0.0047052238,0.0049242715,0.0027813914,0.0028800847,0.0033993377,0.0013649763,0.2859369733,0.0016604774,0.0002840688,0.0002667219,0.0028714842,0.0036270625,0.002856854,0.0028181801,0.0011267463,0.0010358102,0.0066200267,0.0058788642,0.0023268005,0.0023215186,0.0024840301,0.0025668434,0.0032637248,0.0030113935,0.0010853055,0.0011057881,0.0013610384,0.0012426587,0.0025940156,0.0023433327,0.0043769425,0.0044096482,0.001370979,0.0014676218,0.0043592506,0.0043216572,0.0075388281,0.0073058423,0.0050736854,0.0046990663,0.001408474,0.0015640119,0.0033700964,0.0052210482,0.0011848132,0.0012787476,0.0116102204,0.0118597412,0.003403049,0.0041280394,0.0025971335,0.0024693256,0.000703279,0.0008510493,0.0017827468,0.0024942845,0.0054252164,0.0051862309,0.0093189427,0.0097742725,0.002226006,0.0023667189,0.0027693632,0.0026925965,0.0025204234,0.0022663337,0.0010019788,0.0010219892,0.0027197156,0.0037293956,0.0071622211,0.0076154194,0.0018662708,0.0020223531,0.0015934601,0.0015139105,0.0013817689,0.0015110176,0.0067538689,0.0072801513,0.0014161297,0.00165308,0.0013546128,0.0014369459,0.0076413747,0.0078753952,0.0011817918,0.0012894797,0.000816822,0.0009129057,0.0096812141,0.0097087803,0.0036506624,0.0050997927,0.0050329496,0.00547411,0.0031556961,0.0022927593,0.006884452,0.0064450996,0.0046331006,0.0046052175,0.0049979689,0.0048181802,0.0026709764,0.0027139547,0.0009653101,0.0010287484,0.3784283583,0.185482105,0.1929462532
M-volume-age:series:80,0.0011570776,0.0013547864,0.0002697985,0.0003060152,0.0004868471,0.0005010108,0.0105740481,0.0020041436,0.0018810152,0.0277737004,0.0276593505,0.0078273267,0.0078490931,0.1224157579,0.1216722482,0.0011888817,0.001881454,0.0018009466,0.0006253376,0.0004970955,0.0117886672,0.0133348562,0.0005457525,0.0005711486,0.0026669616,0.002772757,0.0042074531,0.0043950841,0.0024655222,0.0025607618,0.0029561515,0.001376029,0.2440880061,0.0016003402,0.0002568819,0.0002580014,0.0026923859,0.0028401173,0.0025318208,0.0026805059,0.0010039459,0.0008939261,0.0057789404,0.0054380361,0.0018913633,0.0018493907,0.0022785139,0.0024203613,0.0027400881,0.0024839904,0.0009332804,0.0009567982,0.0012155482,0.0011735405,0.0023620201,0.0021404534,0.0039804197,0.0041206077,0.0012827744,0.0013044987,0.0038602069,0.0038196859,0.0064616647,0.0065287203,0.0046259137,0.0042664724,0.0012936008,0.0013438347,0.0028336201,0.0028821512,0.0011134548,0.0010968635,0.010740626,0.010952288,0.0031362997,0.0037222724,0.00239976,0.0021990301,0.0006649787,0.0007239501,0.0015089774,0.0016516811,0.0050418304,0.0044452673,0.0081433678,0.0081364883,0.0017898172,0.0020958598,0.0023854148,0.0023867541,0.0020099041,0.0019113169,0.0009452915,0.0008684423,0.002498865,0.0027500955,0.0065928179,0.00665374,0.0016394485,0.0018695509,0.0014582201,0.0014673881,0.0012264425,0.0013907239,0.0058755253,0.0069091517,0.001305279,0.0014368855,0.0012669717,0.0013451416,0.0070273963,0.0073969323,0.0010945091,0.0010498523,0.0007701809,0.0008159214,0.0086407776,0.0089175247,0.0033012802,0.0033334915,0.0042574958,0.0051773487,0.0024667093,0.001911914,0.0059691298,0.0062192713,0.0041464285,0.0041210396,0.0046080475,0.0044484075,0.0021572057,0.0022602329,0.0008773368,0.0008580241,0.3423233946,0.1694099818,0.1729134128
M-volume-age:range:min:80,0.0008494295,0.0009579593,0.0002296275,0.0002668774,0.0004095756,0.0004014117,0.0096858238,0.0015576756,0.0014667893,0.0236441597,0.0240584951,0.0065318351,0.0069812298,0.1087544253,0.108658805,0.0008623226,0.0016262764,0.0015618144,0.0003292983,0.0003584849,0.0097568399,0.0109884007,0.0004709573,0.0004776121,0.0021840334,0.0022876918,0.0037000114,0.0037627198,0.002276891,0.0023904306,0.0024473638,0.0011354223,0.2174132304,0.0013948845,0.0002269022,0.0002222698,0.0022365163,0.0025817845,0.0021219825,0.0023154865,0.0008475963,0.0007846431,0.0050726617,0.0047603223,0.0016688661,0.0015724198,0.0021802287,0.0022895257,0.0026236946,0.0021178169,0.0007679123,0.0007634511,0.0011024477,0.001079499,0.0022006367,0.0019559293,0.0032040111,0.0032722093,0.0011587499,0.001232556,0.0034112932,0.0033743172,0.0050904522,0.0051552203,0.0041488101,0.003812795,0.0011357539,0.0012461319,0.0022742266,0.0024978348,0.0010667856,0.0010609677,0.0088514831,0.0102566888,0.0028463407,0.0029571035,0.0021860044,0.0019930365,0.0005767251,0.00064862,0.0013169583,0.0015138185,0.0046251656,0.0041018052,0.0064935462,0.0067834868,0.0016344101,0.0017937976,0.0021250176,0.0021587698,0.0019634312,0.0017369333,0.0008384139,0.0007348631,0.0022771247,0.0024517912,0.0062073403,0.0060347142,0.0013529163,0.0015257392,0.0012861179,0.0012585522,0.0011316662,0.0012430288,0.0051102653,0.0062287569,0.0011015369,0.0012946357,0.0009763657,0.0010436053,0.0060551396,0.0063339015,0.0008645939,0.0008434338,0.0007149923,0.0007893003,0.008232809,0.0074989776,0.0029385532,0.0030481737,0.0036004927,0.0044596709,0.0023181541,0.0017120857,0.0056372604,0.005791818,0.0032006971,0.0033802737,0.0037789771,0.0036192254,0.0018839981,0.001882245,0.0007464072,0.0006714814,0.305007269,0.1510386291,0.1539686399
M-volume-age:range:max:80,0.0014422987,0.0015744385,0.0003110894,0.000362526,0.0005413389,0.0005616729,0.0119565825,0.0022878157,0.0021045838,0.0315233074,0.0317114796,0.0084722491,0.0085897758,0.1310622054,0.130092477,0.0014452435,0.0021326378,0.0020993719,0.0009902792,0.0006591124,0.0147288066,0.0179114134,0.0006636882,0.0006558152,0.0028797225,0.0030352417,0.0047505608,0.0050227276,0.002759323,0.0029060923,0.0034396437,0.0015344581,0.2602354658,0.0017843555,0.0002765639,0.0002791155,0.0032128688,0.0030997726,0.0028323854,0.0028983597,0.0010853904,0.000996355,0.0067335926,0.0063867819,0.0021233311,0.0022710363,0.0023990126,0.0026027813,0.0029350751,0.0029151133,0.0010241601,0.0011073901,0.0013245196,0.0012305055,0.0025751604,0.0023112496,0.0046028873,0.0047743874,0.0013218161,0.001380922,0.0043347843,0.0042073372,0.0073460779,0.0077933363,0.005055194,0.0049452331,0.0014950339,0.0015519797,0.0031877773,0.0031464161,0.0011703411,0.0011529845,0.0118491679,0.0118125132,0.0036075724,0.0045283137,0.0025933663,0.0023862863,0.0007420053,0.0007993529,0.0016301077,0.0017910194,0.0052179381,0.0049156356,0.0095621995,0.0100452875,0.0018917743,0.0023246085,0.0027193718,0.0027255592,0.0021201209,0.002238463,0.0010956018,0.0010331969,0.0027592375,0.0030681816,0.0071949001,0.0074428992,0.001807962,0.002213824,0.0016849978,0.001635486,0.0013593055,0.0015607305,0.00624667,0.0076016454,0.0015331361,0.0017003561,0.0014079418,0.0014580841,0.0081744348,0.0084175947,0.0012103693,0.0012496571,0.0008039816,0.0008304994,0.009552277,0.0095646555,0.0035978643,0.0038784057,0.0051478196,0.00580147,0.0025695265,0.002066666,0.006166403,0.0069821451,0.0044792338,0.004576663,0.0051464096,0.0050443313,0.0023719574,0.0025230928,0.0010290849,0.0010161809,0.3674271435,0.1810175358,0.1864096078
M-volume-age:series:82,0.0010406412,0.0011155826,0.0002408183,0.0002788826,0.0004795989,0.0004908019,0.0105273044,0.0020788624,0.0020489592,0.026790394,0.0263735861,0.0078765562,0.0078308668,0.1301743874,0.1291375285,0.0011428897,0.0019262543,0.0018129998,0.0006473772,0.0005803469,0.0125843372,0.0131843898,0.000645216,0.0006684412,0.0027297555,0.002895678,0.0043339045,0.0044771625,0.0025415344,0.0026549125,0.0028624437,0.001292153,0.259311916,0.0015277308,0.0002428414,0.0002410918,0.0026761818,0.0029525184,0.0023827997,0.0025985451,0.0010464086,0.0009186627,0.0061593645,0.0056777755,0.0020051689,0.0019474425,0.0023232783,0.0024436825,0.002722809,0.0028022323,0.0009287528,0.0009109647,0.001149307,0.0011803823,0.0023046337,0.0021528325,0.004300877,0.0042536024,0.0012296764,0.0012838021,0.0041202022,0.0038965362,0.0068108574,0.00676955,0.0048244737,0.0044602914,0.0013243535,0.0013699974,0.0028097923,0.0028138019,0.0010891051,0.0011226091,0.0110403154,0.0115085603,0.0031480702,0.0040329341,0.0024222722,0.0022686014,0.0006328381,0.0006656957,0.0015286397,0.0016100543,0.0049105506,0.0043480818,0.008384706,0.0083724408,0.0018164863,0.002201517,0.0025686586,0.0025063715,0.0020721376,0.001963226,0.0009022505,0.0008649434,0.0024876444,0.0026550179,0.0063830827,0.0063386504,0.0017112803,0.0018657839,0.0014009278,0.0014042944,0.0011450778,0.0013477416,0.0063186793,0.0067282087,0.0013334572,0.0013992202,0.0012131734,0.0013530328,0.0073829698,0.0073315319,0.0010621899,0.0011229237,0.0007446059,0.0007961129,0.0087874913,0.0084717131,0.0033228896,0.0032639554,0.0045380578,0.005226013,0.0024620205,0.0022210867,0.0062488494,0.0061958184,0.0043154455,0.0042299884,0.0044911741,0.0042715684,0.0020779348,0.0022690332,0.0008217551,0.0008755896,0.3479363296,0.172948789,0.1749875406
